id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to
747769663178735617,747769663178735617,1467117155000,2016-06-28,05:32:35,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,So excited to relive my gold medal journey with @SINow! Can’t believe it’s been 40 years!  https://twitter.com/sinow/status/747767272228462593 …,['sinow'],['https://twitter.com/sinow/status/747767272228462593'],[],168,287,1806,[],[],https://twitter.com/Caitlyn_Jenner/status/747769663178735617,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}, {'user_id': '28370738', 'username': 'SInow'}]"
742076105180340224,742076105180340224,1465759705000,2016-06-12,12:28:25,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,Shocked & heartbroken. Sending all my thoughts & prayers to my bothers & sisters in Orlando. Be safe the rest of this weekend friends #pride,[],[],[],190,1830,10334,['#pride'],[],https://twitter.com/Caitlyn_Jenner/status/742076105180340224,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}]"
740669030982418433,740669030982418433,1465424232000,2016-06-08,15:17:12,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,"Golfing today with my friend @bryanclay, 2008 Beijing Gold medalist. Only question...Who wins the golf game?? pic.twitter.com/07pmiKSeNB",['bryanclay'],[],['https://pbs.twimg.com/media/CkdijB1XEAAe01o.jpg'],159,216,2743,[],[],https://twitter.com/Caitlyn_Jenner/status/740669030982418433,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}, {'user_id': '17820668', 'username': 'bryanclay'}]"
738964250211680256,738964250211680256,1465017781000,2016-06-03,22:23:01,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,"Ali, you were generous every time I met you. Thank you for all you did for so many. Your memory will live on forever #Olympicgold #GOAT",[],[],[],70,619,4625,"['#olympicgold', '#goat']",[],https://twitter.com/Caitlyn_Jenner/status/738964250211680256,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}]"
738130903210164225,738130903210164225,1464819095000,2016-06-01,15:11:35,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,This has been a long time in the making. Can't wait for you all to see this on Monday! #goingforgold #soyoung  https://twitter.com/sinow/status/738042573961318404 …,[],['https://twitter.com/sinow/status/738042573961318404'],[],56,168,960,"['#goingforgold', '#soyoung']",[],https://twitter.com/Caitlyn_Jenner/status/738130903210164225,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}]"
738093853987606530,738093853987606530,1464810262000,2016-06-01,12:44:22,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,Can't believe it's been one year! @VanityFair #happyfirstbirthday #callmecait #learningtolive #bestyearofmylife pic.twitter.com/zZItxvCeXD,['vanityfair'],[],[],185,760,4052,"['#happyfirstbirthday', '#callmecait', '#learningtolive', '#bestyearofmylife']",[],https://twitter.com/Caitlyn_Jenner/status/738093853987606530,False,,1,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}, {'user_id': '15279429', 'username': 'VanityFair'}]"
731247160872730626,731247160872730626,1463177883000,2016-05-13,15:18:03,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,What a historical day #HistoryintheMaking #excitingtimes https://twitter.com/amprog/status/731152317794422784 …,[],['https://twitter.com/amprog/status/731152317794422784'],[],94,132,674,"['#historyinthemaking', '#excitingtimes']",[],https://twitter.com/Caitlyn_Jenner/status/731247160872730626,False,https://twitter.com/amprog/status/731152317794422784,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}]"
730909196087140352,730909196087140352,1463097306000,2016-05-12,16:55:06,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,Exciting things friends! MA bill goes to vote & CA passed 2 pro-LGBT bills #proudcalifornian #proudtobetrans http://www.advocate.com/politics/2016/5/09/california-advances-two-pro-lgbt-bills …,[],['http://www.advocate.com/politics/2016/5/09/california-advances-two-pro-lgbt-bills'],[],83,131,669,"['#proudcalifornian', '#proudtobetrans']",[],https://twitter.com/Caitlyn_Jenner/status/730909196087140352,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}]"
730484272914567170,730484272914567170,1462995997000,2016-05-11,12:46:37,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,Love this!! @CosmopolitanUK @MACcosmetics http://www.cosmopolitan.co.uk/beauty-hair/makeup/news/a43189/caitlyn-jenner-mac-lipstick/ …,"['cosmopolitanuk', 'maccosmetics']",['http://www.cosmopolitan.co.uk/beauty-hair/makeup/news/a43189/caitlyn-jenner-mac-lipstick/'],[],49,109,584,[],[],https://twitter.com/Caitlyn_Jenner/status/730484272914567170,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}, {'user_id': '16345202', 'username': 'CosmopolitanUK'}, {'user_id': '15225275', 'username': 'MACcosmetics'}]"
728262470427549698,728262470427549698,1462466278000,2016-05-05,09:37:58,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,Seeing kids like these make it all worth it. Thanks @NickKristof for making this happen! https://twitter.com/nickkristof/status/728211771266207746 …,['nickkristof'],['https://twitter.com/nickkristof/status/728211771266207746'],[],64,127,741,[],[],https://twitter.com/Caitlyn_Jenner/status/728262470427549698,False,https://twitter.com/NickKristof/status/728211771266207746,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}, {'user_id': '17004618', 'username': 'NickKristof'}]"
724420293347811328,724420293347811328,1461550231000,2016-04-24,19:10:31,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,I just want to thank everyone for watching this season of #IAmCait. It was full of emotion and learning and growing. I hope you enjoyed.,[],[],[],298,238,2662,['#iamcait'],[],https://twitter.com/Caitlyn_Jenner/status/724420293347811328,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}]"
724416048259207169,724416048259207169,1461549219000,2016-04-24,18:53:39,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,So excited about going to the church. #IAmCait,[],[],[],71,154,944,['#iamcait'],[],https://twitter.com/Caitlyn_Jenner/status/724416048259207169,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}]"
724413917728927744,724413917728927744,1461548711000,2016-04-24,18:45:11,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,"As far as trans issues, I love being a leftist activist. I love fighting for our community. #IAmCait",[],[],[],145,134,1080,['#iamcait'],[],https://twitter.com/Caitlyn_Jenner/status/724413917728927744,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}]"
724411125563953152,724411125563953152,1461548045000,2016-04-24,18:34:05,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,Love @JennyBoylan and her wisdom.,['jennyboylan'],[],[],53,79,663,[],[],https://twitter.com/Caitlyn_Jenner/status/724411125563953152,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}, {'user_id': '15969172', 'username': 'JennyBoylan'}]"
724410677339672576,724410677339672576,1461547939000,2016-04-24,18:32:19,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,Words are so important in our community and I've learned so much from these girls on how to make it better for all. #IAmCait,[],[],[],23,114,817,['#iamcait'],[],https://twitter.com/Caitlyn_Jenner/status/724410677339672576,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}]"
724409732006473730,724409732006473730,1461547713000,2016-04-24,18:28:33,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,LOVE the kiss! @candiscayne is a great person and a good kisser! #IAmCait,['candiscayne'],[],[],44,103,677,['#iamcait'],[],https://twitter.com/Caitlyn_Jenner/status/724409732006473730,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}, {'user_id': '19758982', 'username': 'candiscayne'}]"
724409603283259393,724409603283259393,1461547682000,2016-04-24,18:28:02,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,"Every family has issues, interesting that every family deals with it differently. Conversation w/ Ella & her father is amazing. #IAmCait",[],[],[],24,99,794,['#iamcait'],[],https://twitter.com/Caitlyn_Jenner/status/724409603283259393,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}]"
723651464749424640,723651464749424640,1461366928000,2016-04-22,16:15:28,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,"Bills bills bills. Scary stuff friends, how do we help? Here are my thoughts:  http://bit.ly/1qH1Siw  #Weallneedtopee #flushdiscrimination",[],['http://bit.ly/1qH1Siw'],[],105,124,593,"['#weallneedtopee', '#flushdiscrimination']",[],https://twitter.com/Caitlyn_Jenner/status/723651464749424640,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}]"
723308791932952576,723308791932952576,1461285229000,2016-04-21,17:33:49,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,Love this @Target https://twitter.com/HRC/status/722779483623841792 …,['target'],['https://twitter.com/HRC/status/722779483623841792'],[],69,151,1039,[],[],https://twitter.com/Caitlyn_Jenner/status/723308791932952576,False,https://twitter.com/HRC/status/722779483623841792,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}, {'user_id': '89084561', 'username': 'Target'}]"
723148552705171456,723148552705171456,1461247025000,2016-04-21,06:57:05,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,Another twist in this crazy life...I'm so honored to be a part this group! @TIME's 100 Most Influential People : http://ti.me/1T4lrL4 ,['time'],['http://ti.me/1T4lrL4'],[],66,155,856,[],[],https://twitter.com/Caitlyn_Jenner/status/723148552705171456,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}, {'user_id': '14293310', 'username': 'TIME'}]"
722115968797794304,722115968797794304,1461000837000,2016-04-18,10:33:57,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,Let's support @TransEquality! Bid on a bagel brunch w/ @transparent_tv cast & crew:  http://bit.ly/1SdH9Ky  #Transparent,"['transequality', 'transparent_tv']",['http://bit.ly/1SdH9Ky'],[],41,89,509,['#transparent'],[],https://twitter.com/Caitlyn_Jenner/status/722115968797794304,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}, {'user_id': '37005435', 'username': 'TransEquality'}, {'user_id': '2329150328', 'username': 'transparent_tv'}]"
721881607452250113,721881607452250113,1460944961000,2016-04-17,19:02:41,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,@IAmCait I've learned so much. I hope you have too. Love to you all! #iamcaitlivetweet,['iamcait'],[],[],25,47,246,['#iamcaitlivetweet'],[],https://twitter.com/Caitlyn_Jenner/status/721881607452250113,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}, {'user_id': '3234066668', 'username': 'IAmCait'}]"
721881325460807680,721881325460807680,1460944894000,2016-04-17,19:01:34,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,@IAmCait thank you all for watching. You've made the show everything I hoped it would be #iamcaitlivetweet,['iamcait'],[],[],16,34,213,['#iamcaitlivetweet'],[],https://twitter.com/Caitlyn_Jenner/status/721881325460807680,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}, {'user_id': '3234066668', 'username': 'IAmCait'}]"
721880592598441984,721880592598441984,1460944719000,2016-04-17,18:58:39,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,"""They were your children"" #dyinglaughing @KrisJenner has a great sense of humor #iamcaitlivetweet",['krisjenner'],[],[],21,79,619,"['#dyinglaughing', '#iamcaitlivetweet']",[],https://twitter.com/Caitlyn_Jenner/status/721880592598441984,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}, {'user_id': '23613479', 'username': 'KrisJenner'}]"
721879795810762752,721879795810762752,1460944529000,2016-04-17,18:55:29,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,The gingerbread houses are fantastic ... Unfortunately you can't eat them :( #iamcaitlivetweet,[],[],[],13,52,471,['#iamcaitlivetweet'],[],https://twitter.com/Caitlyn_Jenner/status/721879795810762752,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}]"
721878962910048256,721878962910048256,1460944331000,2016-04-17,18:52:11,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,@ScottDisick you have such a big heart for Kourtney and the kids #iamcaitlivetweet,['scottdisick'],[],[],11,58,552,['#iamcaitlivetweet'],[],https://twitter.com/Caitlyn_Jenner/status/721878962910048256,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}, {'user_id': '101928415', 'username': 'ScottDisick'}]"
721878632134619136,721878632134619136,1460944252000,2016-04-17,18:50:52,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,The beeping was going on for a week before @ScottDisick saved me #iamcaitlivetweet,['scottdisick'],[],[],30,71,559,['#iamcaitlivetweet'],[],https://twitter.com/Caitlyn_Jenner/status/721878632134619136,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}, {'user_id': '101928415', 'username': 'ScottDisick'}]"
721875968017567744,721875968017567744,1460943617000,2016-04-17,18:40:17,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,"There are so many issues in the trans community it is overwhelming. Family, dating, jobs, family. #strongestpeopleiveevermet",[],[],[],92,147,982,['#strongestpeopleiveevermet'],[],https://twitter.com/Caitlyn_Jenner/status/721875968017567744,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}]"
721875113923063808,721875113923063808,1460943413000,2016-04-17,18:36:53,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,I'm wearing @candiscayne skirt in this scene... Still have it! #iamcaitlivetweet,['candiscayne'],[],[],14,52,393,['#iamcaitlivetweet'],[],https://twitter.com/Caitlyn_Jenner/status/721875113923063808,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}, {'user_id': '19758982', 'username': 'candiscayne'}]"
721874259266514944,721874259266514944,1460943209000,2016-04-17,18:33:29,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,I love music #iamcaitlivetweet @IAmCait,['iamcait'],[],[],33,124,535,['#iamcaitlivetweet'],[],https://twitter.com/Caitlyn_Jenner/status/721874259266514944,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}, {'user_id': '3234066668', 'username': 'IAmCait'}]"
721873998783492098,721873998783492098,1460943147000,2016-04-17,18:32:27,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,I've learned so much from the people in my life this year. It's astounding #greatexamplehere #iamcaitlivetweet,[],[],[],31,97,682,"['#greatexamplehere', '#iamcaitlivetweet']",[],https://twitter.com/Caitlyn_Jenner/status/721873998783492098,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}]"
721872378221887488,721872378221887488,1460942761000,2016-04-17,18:26:01,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,@candiscayne we should probably play golf this week #iamcaitlivetweet,['candiscayne'],[],[],6,11,82,['#iamcaitlivetweet'],[],https://twitter.com/Caitlyn_Jenner/status/721872378221887488,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}, {'user_id': '19758982', 'username': 'candiscayne'}]"
721870368399450113,721870368399450113,1460942282000,2016-04-17,18:18:02,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,I love @JennyBoylan. She's the best #iamcaitlivetweet,['jennyboylan'],[],[],22,44,403,['#iamcaitlivetweet'],[],https://twitter.com/Caitlyn_Jenner/status/721870368399450113,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}, {'user_id': '15969172', 'username': 'JennyBoylan'}]"
721869699194064896,721869699194064896,1460942122000,2016-04-17,18:15:22,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,Oh @candiscayne is the best. #someonetoplayscrabblewith #iamcaitlivetweet,['candiscayne'],[],[],15,46,318,"['#someonetoplayscrabblewith', '#iamcaitlivetweet']",[],https://twitter.com/Caitlyn_Jenner/status/721869699194064896,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}, {'user_id': '19758982', 'username': 'candiscayne'}]"
721869331701706752,721869331701706752,1460942035000,2016-04-17,18:13:55,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,That rockin Chanel bag! #iamcaitlivetweet pic.twitter.com/KWRO1fLf8P,[],[],['https://pbs.twimg.com/media/CgSYU9jUsAAw1ic.jpg'],76,150,1470,['#iamcaitlivetweet'],[],https://twitter.com/Caitlyn_Jenner/status/721869331701706752,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}]"
721867734749810688,721867734749810688,1460941654000,2016-04-17,18:07:34,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,"Along time coming, so glad Kris and I are having this conversation #familyhealing #iamcaitlivetweet",[],[],[],29,87,943,"['#familyhealing', '#iamcaitlivetweet']",[],https://twitter.com/Caitlyn_Jenner/status/721867734749810688,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}]"
721867402858790912,721867402858790912,1460941575000,2016-04-17,18:06:15,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,#gendermarkerF :),[],[],[],21,59,431,['#gendermarkerf'],[],https://twitter.com/Caitlyn_Jenner/status/721867402858790912,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}]"
721866226398416897,721866226398416897,1460941294000,2016-04-17,18:01:34,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,This is going to be heavy... #iamcaitlivetweet,[],[],[],32,61,459,['#iamcaitlivetweet'],[],https://twitter.com/Caitlyn_Jenner/status/721866226398416897,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}]"
721864722912378882,721864722912378882,1460940936000,2016-04-17,17:55:36,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,Look who showed up to join :) here we go! #IAmCait #livetweet pic.twitter.com/M0GrfIuKvl,[],[],['https://pbs.twimg.com/media/CgSUIucUAAEnJNQ.jpg'],48,139,1242,"['#iamcait', '#livetweet']",[],https://twitter.com/Caitlyn_Jenner/status/721864722912378882,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}]"
721858166233767938,721858166233767938,1460939372000,2016-04-17,17:29:32,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,30 minutes till showtime!#iamcait #livetweet,[],[],[],42,76,555,"['#iamcait', '#livetweet']",[],https://twitter.com/Caitlyn_Jenner/status/721858166233767938,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}]"
721796936701874177,721796936701874177,1460924774000,2016-04-17,13:26:14,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,Live-tweeting @IAmCait with @candiscayne tonight! Tune into E! and join us here for the party at 9e|8c. #IAmCait pic.twitter.com/95Z0O72tfp,"['iamcait', 'candiscayne']",[],[],41,171,1150,['#iamcait'],[],https://twitter.com/Caitlyn_Jenner/status/721796936701874177,False,,1,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}, {'user_id': '3234066668', 'username': 'IAmCait'}, {'user_id': '19758982', 'username': 'candiscayne'}]"
720014486417989633,720014486417989633,1460499805000,2016-04-12,15:23:25,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,Had the pleasure of being interviewed by Jake earlier this year. Truly an inspiration! So proud of him :) https://twitter.com/latimes/status/719253708039700481 …,[],['https://twitter.com/latimes/status/719253708039700481'],[],44,107,718,[],[],https://twitter.com/Caitlyn_Jenner/status/720014486417989633,False,https://twitter.com/latimes/status/719253708039700481,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}]"
719323595885785088,719323595885785088,1460335084000,2016-04-10,17:38:04,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,Oh and guess who's meeting us in #neworleans?  Catch us together TONIGHT on @IAmCait pic.twitter.com/NbAjzGbRXF,['iamcait'],[],['https://pbs.twimg.com/media/CfuM_xDUUAEQQO3.jpg'],102,260,2204,['#neworleans'],[],https://twitter.com/Caitlyn_Jenner/status/719323595885785088,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}, {'user_id': '3234066668', 'username': 'IAmCait'}]"
719321799964499968,719321799964499968,1460334656000,2016-04-10,17:30:56,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,The #glam never stops. Hair on the road by @CourtneyNanson! We're #NewOrleans bound tonight on @IAmCait pic.twitter.com/vfAYS10o5w,"['courtneynanson', 'iamcait']",[],['https://pbs.twimg.com/media/CfuLXH-UMAAU7Zb.jpg'],69,141,1493,"['#glam', '#neworleans']",[],https://twitter.com/Caitlyn_Jenner/status/719321799964499968,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}, {'user_id': '368579214', 'username': 'CourtneyNanson'}, {'user_id': '3234066668', 'username': 'IAmCait'}]"
718577076106711040,718577076106711040,1460157100000,2016-04-08,16:11:40,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,I love my girl @TransDivaChandi! She keeps me centered when things get rough. You all should check out her story:  http://caitlynjenner.com/2016/04/driven-to-make-a-change-a-trans-womans-spiritual-journey/ …,['transdivachandi'],['http://caitlynjenner.com/2016/04/driven-to-make-a-change-a-trans-womans-spiritual-journey/'],[],64,142,1157,[],[],https://twitter.com/Caitlyn_Jenner/status/718577076106711040,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}, {'user_id': '216565713', 'username': 'TransDivaChandi'}]"
718100290512158721,718100290512158721,1460043425000,2016-04-07,08:37:05,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,Finally Free is here! @maccosmetics  100% of sales go to Trans programs:)  http://bit.ly/MACCJ1  #maccaitlynjenner pic.twitter.com/2Ao9udne60,['maccosmetics'],['http://bit.ly/MACCJ1'],['https://pbs.twimg.com/media/Cfc0aKvUYAAD2LK.jpg'],151,651,2692,['#maccaitlynjenner'],[],https://twitter.com/Caitlyn_Jenner/status/718100290512158721,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}, {'user_id': '15225275', 'username': 'MACcosmetics'}]"
717869021362724864,717869021362724864,1459988286000,2016-04-06,17:18:06,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,Read my lips...Guess what comes out tomorrow! @maccosmetics #finallyfree #seriouslyiweariteveryday #maccaitlynjenner pic.twitter.com/B2vbA9ptdE,['maccosmetics'],[],['https://pbs.twimg.com/media/CfZiEh4UIAEABcB.jpg'],126,329,2314,"['#finallyfree', '#seriouslyiweariteveryday', '#maccaitlynjenner']",[],https://twitter.com/Caitlyn_Jenner/status/717869021362724864,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}, {'user_id': '15225275', 'username': 'MACcosmetics'}]"
715700802350755840,715700802350755840,1459471343000,2016-03-31,17:42:23,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,"#TBT For those of you that didn’t catch what went down with Hillary last Sunday, take a look :) http://bit.ly/1MFaueq ",[],['http://bit.ly/1MFaueq'],[],126,120,884,['#tbt'],[],https://twitter.com/Caitlyn_Jenner/status/715700802350755840,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}]"
714551305843269633,714551305843269633,1459197281000,2016-03-28,13:34:41,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,Love transcends gender. Read my friend's beautiful story about his love for a trans woman.  http://caitlynjenner.com/2016/03/love-transcends-gender/ …,[],['http://caitlynjenner.com/2016/03/love-transcends-gender/'],[],101,252,1519,[],[],https://twitter.com/Caitlyn_Jenner/status/714551305843269633,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}]"
714531948920635392,714531948920635392,1459192666000,2016-03-28,12:17:46,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,Great news from the governor of Georgia this morning. For all those from #NorthCarolina ... https://twitter.com/funnyordie/status/713409189805056001 …,[],['https://twitter.com/funnyordie/status/713409189805056001'],[],66,145,769,['#northcarolina'],[],https://twitter.com/Caitlyn_Jenner/status/714531948920635392,False,https://twitter.com/funnyordie/status/713409189805056001,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}]"
712729266685743108,712729266685743108,1458762873000,2016-03-23,12:54:33,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,"Another day, another time for us to stand together!! Tell @PatMcCroryNC to stop this bill with the link below #NCGA https://twitter.com/freedom4allusa/status/712721107988705285 …",['patmccrorync'],['https://twitter.com/freedom4allusa/status/712721107988705285'],[],260,259,878,['#ncga'],[],https://twitter.com/Caitlyn_Jenner/status/712729266685743108,False,https://twitter.com/freedom4allusa/status/712721107988705285,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}, {'user_id': '66602794', 'username': 'PatMcCroryNC'}]"
712350550294138880,712350550294138880,1458672580000,2016-03-22,11:49:40,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,The senseless tragedy today breaks my heart. Sending thoughts & prayers to #Brussels. Time for us to stand together. pic.twitter.com/85kDLXicSR,[],[],['https://pbs.twimg.com/media/CeLHDRiXIAAcTmI.jpg'],102,2122,8046,['#brussels'],[],https://twitter.com/Caitlyn_Jenner/status/712350550294138880,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}]"
710546424379809793,710546424379809793,1458242443000,2016-03-17,12:20:43,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,It's time to pass the #transbillMA. Let's support @MassAGO & this important #civilrights bill. #EveryoneWelcome https://twitter.com/MassAGO/status/710534423175946244 …,['massago'],['https://twitter.com/MassAGO/status/710534423175946244'],[],97,170,788,"['#transbillma', '#civilrights', '#everyonewelcome']",[],https://twitter.com/Caitlyn_Jenner/status/710546424379809793,False,https://twitter.com/MassAGO/status/710534423175946244,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}, {'user_id': '22159841', 'username': 'MassAGO'}]"
709907575211331584,709907575211331584,1458090130000,2016-03-15,18:02:10,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,A lotta gold in this pic! @nadiacomaneci10 #10sallaround #ThrowbackTuesday #olympics1976 pic.twitter.com/tarVflhaQt,['nadiacomaneci10'],[],['https://pbs.twimg.com/media/CdoZLYtUMAA-Wi8.jpg'],96,177,1436,"['#10sallaround', '#throwbacktuesday', '#olympics1976']",[],https://twitter.com/Caitlyn_Jenner/status/709907575211331584,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}, {'user_id': '62830052', 'username': 'nadiacomaneci10'}]"
709519534634340352,709519534634340352,1457997613000,2016-03-14,16:20:13,PDT,3303293865,caitlyn_jenner,Caitlyn Jenner,,#learningfrommygirls #willingtolisten pic.twitter.com/M05VyaNObG,[],[],['https://pbs.twimg.com/media/Cdi4QdAVAAE2w1U.jpg'],411,372,2510,"['#learningfrommygirls', '#willingtolisten']",[],https://twitter.com/Caitlyn_Jenner/status/709519534634340352,False,,0,,,,,,,"[{'user_id': '3303293865', 'username': 'Caitlyn_Jenner'}]"
